Movie Title;Director;Running time;Main Actor;Genre;Budget;Box Office;Release year
The King of Najayo;Fernando Baez Mella;101;Manny Perez;Crime;500000;3000000;2012
The Machinist;Brad Anderson;94;Christian Bale;Thriller;5000000;7800000;2004
Trucker;James Mottern;90;Jimmy Bennett;Drama;2000000;107000;2008
Why Did I Get Married?;Tyler Perry;113;Michael Jai White;Comedy;15000000;60000000;2007
Mars Needs Moms;Simon Wells;88;Elisabeth Harnois;Action;150000000;40000000;2011
Project Almanac;Dean Israelite;106;Gary Weeks;Sci-Fi;12000000;32000000;2015
Black Hawk Down;Ridley Scott;152;Ioan Gruffudd;Drama;92000000;173000000;2001
Lara Croft: Tomb Raider;Simon West;100;Angelina Jolie;Action;115000000;275000000;2001
Unstoppable;Tony Scott;98;Denzel Washington;Action;100000000;168000000;2010
8 Mile;Curtis Hanson;110;Mekhi Phifer;Drama;41000000;242000000;2002
Falcon Rising;Ernie Barbarash;103;Michael Jai White;Action;4500000;8000000;2014
Me Myself & Irene;Bobby Farrelly;116;Robert Forster;Comedy;51000000;149000000;2000
Million Dollar Arm;Craig Gillespie;124;Jon Hamm;Biography;25000000;39000000;2014
Red Lights;Rodrigo Cortés;114;Robert De Niro;Thriller;14000000;14300000;2012
The Covenant;Renny Harlin;97;Laura Ramsey;Action;20000000;37000000;2006
30 Days of Night;David Slade;113;Danny Huston;Horror;32000000;75000000;2007
Man on Wire;James Marsh;90;Paul McGill;Biography;1000000;5070000;2008
The Vatican Tapes;Mark Neveldine;91;Djimon Hounsou;Horror;8495000;15000000;2015
Machine Gun Preacher;Marc Forster;129;Gerard Butler;Action;30000000;3300000;2011
Mr. Popper's Penguins;Mark Waters;94;Madeline Carroll;Comedy;55000000;187000000;2011
Transformers: Age of Extinction;Michael Bay;165;Bingbing Li;Action;210000000;1100000000;2014
Evil Dead;Fede Alvarez;96;Lou Taylor Pucci;Horror;17000000;97000000;2013
Rockaway;Jeff Crook;90;Nicholas Gonzalez;Action;2000000;1000000;2007
Big Momma's House;Raja Gosnell;99;Nia Long;Action;30000000;173000000;2000
Chicago Overcoat;Brian Caunter;94;Mike Starr;Action;3000000;250000;2009
Little Big Top;Ward Roberts;83;Sid Haig;Comedy;240000;1000000;2006
Little Black Book;Nick Hurran;105;Holly Hunter;Comedy;35000000;13000000;2004
Monsters vs. Aliens;Rob Letterman;94;Amy Poehler;Action;175000000;385000000;2009
Raise Your Voice;Sean McNamara;103;Oliver James;Adventure;15000000;10000000;2004
The Transporter Refueled;Camille Delamarre;96;Ed Skrein;Action;25000000;72300000;2015
Welcome Home Roscoe Jenkins;Malcolm D. Lee;114;Mo'Nique;Comedy;35000000;36000000;2008
Derailed;Mikael Håfström;112;Denis O'Hare;Thriller;22000000;57000000;2005
Gladiator;Ridley Scott;171;Djimon Hounsou;Action;103000000;460000000;2000
Point Break;Ericson Core;114;Ray Winstone;Action;105000000;133000000;2015
Side Effects;Steven Soderbergh;106;Channing Tatum;Crime;30000000;63000000;2013
The Words;Brian Klugman;102;J.K. Simmons;Drama;6000000;13900000;2012
High School Musical 3: Senior Year;Kenny Ortega;112;Lucas Grabeel;Comedy;11000000;253000000;2008
In Good Company;Paul Weitz;109;Scarlett Johansson;Comedy;26000000;58000000;2004
Scary Movie 3;David Zucker;84;Regina Hall;Comedy;48000000;225000000;2003
The Damned United;Tom Hooper;98;Stephen Graham;Biography;10000000;4600000;2009
The Lord of the Rings: The Two Towers;Peter Jackson;172;Christopher Lee;Action;94000000;947000000;2002
The Watch;Akiva Schaffer;102;Will Forte;Action;68000000;68000000;2012
Begin Again;John Carney;104;James Corden;Drama;8000000;63000000;2013
The Importance of Being Earnest;Oliver Parker;97;Colin Firth;Comedy;15000000;17000000;2002
What Lies Beneath;Robert Zemeckis;130;Harrison Ford;Drama;100000000;291000000;2000
Enemy at the Gates;Jean-Jacques Annaud;131;Bob Hoskins;Drama;68000000;97000000;2001
The Sea Inside;Alejandro Amenábar;125;Belén Rueda;Biography;10000000;13400000;2004
The Timber;Anthony O'Brien;81;James Ransone;Adventure;2100000;1000000;2015
I Love You Man;John Hamburg;105;J.K. Simmons;Comedy;40000000;91000000;2009
September Dawn;Christopher Cain;111;Jon Gries;Drama;11000000;1200000;2007
Love & Other Drugs;Edward Zwick;112;Jake Gyllenhaal;Comedy;30000000;103000000;2010
The Kids Are All Right;Lisa Cholodenko;106;Josh Hutcherson;Comedy;3500000;34700000;2010
Drumline;Charles Stone III;118;Leonard Roberts;Comedy;20000000;57000000;2002
The Green Inferno;Eli Roth;100;Daryl Sabara;Horror;6000000;7000000;2013
You Got Served: Beat the World;Robert Adetuyi;91;Shane Pollard;Drama;10000000;8000000;2011
American Psycho;Mary Harron;102;Christian Bale;Crime;7000000;34000000;2000
War Horse;Steven Spielberg;146;Jeremy Irvine;Drama;66000000;177000000;2011
Austin Powers in Goldmember;Jay Roach;94;Verne Troyer;Action;63000000;73000000;2002
Coco Before Chanel;Anne Fontaine;111;Alessandro Nivola;Biography;19430000;18000000;2009
Seventh Son;Sergey Bodrov;102;Jeff Bridges;Action;95000000;114000000;2014
Iron Man;Jon Favreau;126;Robert Downey Jr.;Action;140000000;585000000;2008
Mr. Turner;Mike Leigh;150;Lesley Manville;Biography;8200000;8680000;2014
The Rocker;Peter Cattaneo;102;Emma Stone;Comedy;15000000;8100000;2008
Repo Men;Miguel Sapochnik;119;Alice Braga;Action;32000000;19000000;2010
Savage Grace;Tom Kalin;97;Eddie Redmayne;Drama;4600000;1000000;2007
Angels & Demons;Ron Howard;146;Tom Hanks;Thriller;150000000;486000000;2009
Escape from Planet Earth;Cal Brunker;89;Brendan Fraser;Animation;40000000;120000000;2013
I'm Not There.;Todd Haynes;135;Christian Bale;Biography;20000000;11000000;2007
You Can Count on Me;Kenneth Lonergan;111;Matthew Broderick;Drama;1200000;9400000;2000
My Blueberry Nights;Kar-Wai Wong;95;Natalie Portman;Drama;10000000;22000000;2007
The Roommate;Christian E. Christiansen;91;Leighton Meester;Thriller;16000000;40000000;2011
For Your Consideration;Christopher Guest;86;John Michael Higgins;Comedy;12000000;5200000;2006
Savages;Oliver Stone;141;Demián Bichir;Crime;45000000;48000000;2012
Sex and the City 2;Michael Patrick King;146;Chris Noth;Comedy;100000000;294000000;2010
Ted;Seth MacFarlane;112;Mila Kunis;Comedy;50000000;549000000;2012
Texas Rangers;Steve Miner;110;Tom Skerritt;Action;38000000;10000000;2001
Fat Sick & Nearly Dead;Joe Cross;97;Joe Cross;Documentary;2500000;1200000;2010
Surf's Up;Ash Brannon;85;Jeff Bridges;Animation;100000000;150000000;2007
How Do You Know;James L. Brooks;121;Shelley Conn;Comedy;120000000;48600000;2010
The Good Thief;Neil Jordan;109;Emir Kusturica;Action;25000000;16000000;2002
The Lunchbox;Ritesh Batra;104;Nawazuddin Siddiqui;Drama;1000000;100000000;2013
Heartbreakers;David Mirkin;123;Sarah Silverman;Comedy;35000000;123000000;2001
RED;Robert Schwentke;111;Bruce Willis;Action;58000000;180000000;2010
Old Joy;Kelly Reichardt;76;Daniel London;Drama;300000;300000;2006
The Descendants;Alexander Payne;115;Shailene Woodley;Comedy;20000000;175000000;2011
The Night Listener;Patrick Stettner;81;Robin Williams;Crime;4000000;11000000;2006
The Wrestler;Darren Aronofsky;109;Mark Margolis;Drama;6000000;44000000;2008
Tower Heist;Brett Ratner;104;Matthew Broderick;Action;75000000;152000000;2011
Into the Storm;Steven Quale;89;Matt Walsh;Action;50000000;161000000;2014
Equilibrium;Kurt Wimmer;107;Christian Bale;Action;20000000;5400000;2002
Mr. Peabody & Sherman;Rob Minkoff;92;Ty Burrell;Animation;145000000;272000000;2014
My Big Fat Greek Wedding;Joel Zwick;95;Nia Vardalos;Comedy;5000000;368000000;2002
Stranger Than Fiction;Marc Forster;113;Will Ferrell;Comedy;38000000;54000000;2006
A Tale of Three Cities;Mabel Cheung;130;Wei Tang;Drama;12000000;72000000;2015
Looney Tunes: Back in Action;Joe Dante;91;Brendan Fraser;Animation;80000000;70000000;2003
Wimbledon;Richard Loncraine;98;Kirsten Dunst;Comedy;31000000;20000000;2004
Madagascar: Escape 2 Africa;Eric Darnell;89;Bernie Mac;Action;150000000;604000000;2008
Side Effects;Steven Soderbergh;106;Channing Tatum;Crime;30000000;66000000;2013
Man of the House;Stephen Herek;100;Christina Milian;Action;40000000;19600000;2005
I Can Do Bad All by Myself;Tyler Perry;113;Eric Mendenhall;Comedy;13000000;50000000;2009
The Act of Killing;Joshua Oppenheimer;96;Anwar Congo;Biography;1000000;4200000;2012
Bad Words;Jason Bateman;89;Beth Grant;Comedy;10000000;7810000;2013
Captain America: The Winter Soldier;Anthony Russo;136;Scarlett Johansson;Action;170000000;714000000;2014
The Children of Huang Shi;Roger Spottiswoode;125;Radha Mitchell;Drama;40000000;12000000;2008
White Noise 2: The Light;Patrick Lussier;99;Teryl Rothery;Drama;10000000;8400000;2007
Burn After Reading;Ethan Coen;96;J.K. Simmons;Comedy;37000000;163000000;2008
Frozen River;Courtney Hunt;97;Charlie McDermott;Crime;1000000;6000000;2008
Jackass 3D;Jeff Tremaine;101;Bam Margera;Action;20000000;170000000;2010
The Twilight Saga: Eclipse;David Slade;124;Robert Pattinson;Adventure;68000000;698000000;2010
Casino Jack;George Hickenlooper;108;Kevin Spacey;Biography;15000000;10000000;2010
Muppets Most Wanted;James Bobin;119;Ty Burrell;Adventure;50000000;80400000;2014
Oculus;Mike Flanagan;104;James Lafferty;Horror;5000000;44000000;2013
Vera Drake;Mike Leigh;125;Eddie Marsan;Crime;11000000;14000000;2004
Beyond Borders;Martin Campbell;127;Angelina Jolie;Adventure;35000000;26000000;2003
Hannibal Rising;Peter Webber;131;Li Gong;Crime;50000000;82500000;2007
Like Mike;John Schultz;99;Brenda Song;Comedy;30000000;62000000;2002
The Dark Knight;Christopher Nolan;152;Christian Bale;Action;185000000;1000000000;2008
Three Burials;Tommy Lee Jones;107;Levon Helm;Crime;15000000;18000000;2005
Welcome to the Sticks;Dany Boon;106;Dany Boon;Comedy;11000000;193000000;2008
Charlie's Angels;McG;94;Bill Murray;Action;92000000;264000000;2000
The Conjuring 2;James Wan;134;Javier Botet;Horror;40000000;320000000;2016
The Intern;Nancy Meyers;121;Robert De Niro;Comedy;35000000;195000000;2015
Something's Gotta Give;Nancy Meyers;128;Keanu Reeves;Comedy;80000000;266000000;2003
Transsiberian;Brad Anderson;111;Thomas Kretschmann;Crime;15000000;6300000;2008
Buried;Rodrigo Cortés;95;Ryan Reynolds;Drama;3000000;19000000;2010
Pearl Harbor;Michael Bay;184;Jennifer Garner;Action;140000000;449000000;2001
Saint John of Las Vegas;Hue Rhodes;85;Peter Dinklage;Comedy;3800000;102000;2009
The Butterfly Effect;Eric Bress;120;Logan Lerman;Sci-Fi;13000000;96000000;2004
The Triplets of Belleville;Sylvain Chomet;80;Michel Robin;Animation;9500000;14000000;2003
Ant-Man;Peyton Reed;117;Judy Greer;Action;130000000;519000000;2015
Alex & Emma;Rob Reiner;96;David Paymer;Comedy;30000000;15000000;2003
Blue Like Jazz;Steve Taylor;108;Jason Marsden;Comedy;1200000;4200000;2012
Spider-Man 3;Sam Raimi;156;J.K. Simmons;Action;258000000;890000000;2007
Dark Blue;Ron Shelton;118;Khandi Alexander;Crime;15000000;16900000;2002
Enchanted;Kevin Lima;107;Jeff Bennett;Animation;85000000;340000000;2007
We Were Soldiers;Randall Wallace;124;Jon Hamm;Action;75000000;115000000;2002
Our Idiot Brother;Jesse Peretz;90;Zooey Deschanel;Comedy;5000000;7000000;2011
Victor Frankenstein;Paul McGuigan;110;Daniel Radcliffe;Thriller;40000000;32500000;2015
A Shine of Rainbows;Vic Sarin;101;Connie Nielsen;Drama;6000000;3000000;2009
Across the Universe;Julie Taymor;133;Jim Sturgess;Drama;45000000;29000000;2007
Drag Me to Hell;Sam Raimi;99;Bojana Novakovic;Horror;30000000;90000000;2009
Half Nelson;Ryan Fleck;106;Ryan Gosling;Drama;700000;5100000;2006
Skyfall;Sam Mendes;143;Albert Finney;Action;200000000;1100000000;2012
Rugrats Go Wild;John Eng;80;Elizabeth Daily;Animation;25000000;55000000;2003
The Legend of Bagger Vance;Robert Redford;126;Matt Damon;Drama;60000000;39000000;2000
The Lincoln Lawyer;Brad Furman;118;Matthew McConaughey;Crime;40000000;87000000;2011
Driven;Renny Harlin;116;Sylvester Stallone;Action;72000000;54000000;2001
Harold & Kumar Go to White Castle;Danny Leiner;88;Ethan Embry;Adventure;9000000;24000000;2004
Redacted;Brian De Palma;90;Mike Figueroa;Crime;5000000;9000000;2007
The Da Vinci Code;Ron Howard;174;Tom Hanks;Mystery;125000000;760000000;2006
The Dark Knight Rises;Christopher Nolan;164;Tom Hardy;Action;250000000;1081000000;2012
The X Files: I Want to Believe;Chris Carter;108;Mitch Pileggi;Drama;30000000;68300000;2008
Unfaithful;Adrian Lyne;124;Olivier Martinez;Thriller;50000000;119000000;2002
Black Christmas;Glen Morgan;94;Oliver Hudson;Horror;9000000;16000000;2006
The Transporter;Louis Leterrier;92;Jason Statham;Action;21000000;43000000;2002
Blended;Frank Coraci;117;Bella Thorne;Comedy;40000000;128000000;2014
Shrek 2;Andrew Adamson;93;Rupert Everett;Animation;150000000;935000000;2004
The Simpsons Movie;David Silverman;87;Albert Brooks;Animation;75000000;536000000;2007
Brokeback Mountain;Ang Lee;134;Jake Gyllenhaal;Drama;14000000;178000000;2005
Torque;Joseph Kahn;84;Dane Cook;Action;40000000;46500000;2004
Bright Star;Jane Campion;119;Abbie Cornish;Biography;8500000;5440000;2009
Secret in Their Eyes;Billy Ray;111;Julia Roberts;Crime;19500000;35000000;2015
The Contender;Rod Lurie;126;Jeff Bridges;Thriller;20000000;22000000;2000
The Golden Compass;Chris Weitz;113;Christopher Lee;Adventure;180000000;372000000;2007
Hero;Yimou Zhang;80;Jet Li;Action;31000000;53000000;2002
House of D;David Duchovny;96;Robin Williams;Comedy;6000000;500000;2004
The Incredibles;Brad Bird;115;Holly Hunter;Action;92000000;631000000;2004
The Other Boleyn Girl;Justin Chadwick;115;Natalie Portman;Biography;35000000;77500000;2008
The Other Guys;Adam McKay;116;Dwayne Johnson;Action;100000000;170000000;2010
The Singing Detective;Keith Gordon;109;Robert Downey Jr.;Comedy;8000000;2700000;2003
Abandon;Stephen Gaghan;99;Charlie Hunnam;Drama;25000000;10000000;2002
Party Monster;Fenton Bailey;98;Macaulay Culkin;Biography;5000000;1000000;2003
Sparkle;Salim Akil;116;Omari Hardwick;Drama;17000000;24000000;2012
Out of Time;Carl Franklin;114;Denzel Washington;Crime;50000000;55600000;2003
Saw 3D: The Final Chapter;Kevin Greutert;90;Costas Mandylor;Horror;20000000;136000000;2010
All the Boys Love Mandy Lane;Jonathan Levine;90;Luke Grimes;Horror;750000;1300000;2006
Poseidon;Wolfgang Petersen;98;Jimmy Bennett;Action;160000000;182000000;2006
The Gambler;Rupert Wyatt;111;George Kennedy;Crime;25000000;39000000;2014
Insidious: Chapter 2;James Wan;106;Lin Shaye;Horror;5000000;161000000;2013
Memento;Christopher Nolan;113;Callum Rennie;Mystery;9000000;40000000;2000
Silver Linings Playbook;David O. Russell;122;Jennifer Lawrence;Comedy;21000000;236000000;2012
Sunshine State;John Sayles;141;Miguel Ferrer;Drama;5600000;3600000;2002
The Lizzie McGuire Movie;Jim Fall;94;Clayton Snyder;Adventure;17000000;42000000;2003
The World's Fastest Indian;Roger Donaldson;127;Anthony Hopkins;Biography;25000000;18300000;2005
Enter the Void;Gaspar Noé;161;Paz de la Huerta;Drama;13000000;1200000;2009
The Road to El Dorado;Bibo Bergeron;89;Frank Welker;Animation;95000000;76000000;2000
The Cabin in the Woods;Drew Goddard;95;Chris Hemsworth;Horror;30000000;70000000;2012
The Devil's Rejects;Rob Zombie;109;Sid Haig;Crime;7000000;21000000;2005
Decoys;Matthew Hastings;95;Meghan Ory;Comedy;5000000;3500000;2004
Open Range;Kevin Costner;139;Robert Duvall;Drama;22000000;68000000;2003
Thirteen;Catherine Hardwicke;100;Holly Hunter;Drama;1500000;10000000;2003
Van Wilder: Party Liaison;Walt Becker;94;Ryan Reynolds;Comedy;6000000;38000000;2002
Legend;Brian Helgeland;132;Tom Hardy;Biography;30000000;42000000;2015
Neighbors 2: Sorority Rising;Nicholas Stoller;92;Chloë Grace Moretz;Comedy;35000000;108000000;2016
Promised Land;Gus Van Sant;106;Matt Damon;Drama;15000000;8600000;2012
Shooting the Warwicks;Adam Rifkin;95;Marri Savinar;Comedy;250000;5000000;2015
Guess Who;Kevin Rodney Sullivan;105;Bernie Mac;Comedy;35000000;68000000;2005
Mad Money;Callie Khouri;104;Stephen Root;Comedy;22000000;26000000;2008
Not Easily Broken;Bill Duke;99;Eddie Cibrian;Drama;8000000;10000000;2009
The Duchess;Saul Dibb;110;Dominic Cooper;Biography;13500000;43000000;2008
Miracle;Gavin O'Connor;135;Eddie Cahill;Biography;28000000;64000000;2004
My Life in Ruins;Donald Petrie;98;Nia Vardalos;Comedy;17000000;19800000;2009
Amores Perros;Alejandro G. Iñárritu;115;Adriana Barraza;Thriller;2000000;20000000;2000
Ouija;Stiles White;89;Lin Shaye;Horror;5000000;10300000;2014
The Dukes of Hazzard;Jay Chandrasekhar;107;Alice Greczyn;Action;50000000;111000000;2005
The Way of the Gun;Christopher McQuarrie;119;Kristin Lehman;Action;8500000;13000000;2000
Trust the Man;Bart Freundlich;103;Billy Crudup;Comedy;9000000;7400000;2005
Undisputed;Walter Hill;94;Fisher Stevens;Action;20000000;10000000;2002
Gridiron Gang;Phil Joanou;125;Dwayne Johnson;Crime;30000000;46000000;2006
Jeepers Creepers II;Victor Salva;104;Nicki Aycox;Horror;17000000;35000000;2003
Due Date;Todd Phillips;95;Robert Downey Jr.;Comedy;65000000;97000000;2010
Earth to Echo;Dave Green;91;Teo Halm;Adventure;13000000;45000000;2014
One Missed Call;Eric Valette;87;Johnny Lewis;Horror;20000000;45000000;2008
The Exorcism of Emily Rose;Scott Derrickson;122;Tom Wilkinson;Thriller;20000000;145000000;2005
The Purge;James DeMonaco;85;Rhys Wakefield;Horror;3000000;89100000;2013
Holes;Andrew Davis;117;Tim Blake Nelson;Adventure;20000000;71000000;2003
Maria Full of Grace;Joshua Marston;101;Catalina Sandino Moreno;Crime;3000000;12800000;2004
Reno 911!: Miami;Robert Ben Garant;84;Wendi McLendon-Covey;Comedy;10000000;22400000;2007
How to Deal;Clare Kilner;101;Dylan Baker;Comedy;16000000;14000000;2003
Super 8;J.J. Abrams;112;Joel Courtney;Mystery;50000000;260000000;2011
The Grey;Joe Carnahan;117;Liam Neeson;Action;25000000;79000000;2011
The Princess Diaries;Garry Marshall;111;Anne Hathaway;Comedy;37000000;165000000;2001
The Station Agent;Tom McCarthy;89;Peter Dinklage;Comedy;500000;9000000;2003
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;Larry Charles;82;Luenell;Comedy;18000000;262000000;2006
Free State of Jones;Gary Ross;139;Matthew McConaughey;Action;50000000;25900000;2016
Into the Wild;Sean Penn;148;Kristen Stewart;Biography;15000000;116000000;2007
Star Trek;J.J. Abrams;127;Chris Hemsworth;Action;150000000;386000000;2009
The Haunting in Connecticut 2: Ghosts of Georgia;Tom Elkins;101;Abigail Spencer;Thriller;9000000;1890000;2013
Baggage Claim;David E. Talbert;96;Djimon Hounsou;Comedy;8500000;22000000;2013
Ghost Rider;Mark Steven Johnson;123;Nicolas Cage;Action;110000000;228000000;2007
Aliens vs. Predator: Requiem;Colin Strause;102;Sam Trammell;Action;40000000;130000000;2007
Alvin and the Chipmunks: The Road Chip;Walt Becker;92;Bella Thorne;Animation;90000000;234000000;2015
Black Swan;Darren Aronofsky;108;Natalie Portman;Thriller;13000000;330000000;2010
Deadpool;Tim Miller;108;Ryan Reynolds;Action;58000000;786000000;2016
Journey to the Center of the Earth;Eric Brevig;93;Josh Hutcherson;Action;45000000;242000000;2008
True Grit;Ethan Coen;110;Matt Damon;Adventure;38000000;252000000;2010
Kangaroo Jack;David McNally;89;Estella Warren;Action;60000000;80000000;2003
Over Her Dead Body;Jeff Lowell;95;Stephen Root;Comedy;10000000;20000000;2008
Saw;James Wan;103;Michael Emerson;Horror;1200000;103000000;2004
Bobby;Emilio Estevez;112;Anthony Hopkins;Drama;14000000;20000000;2006
Don't Be Afraid of the Dark;Troy Nixey;99;Bailee Madison;Horror;25000000;1200000;2010
Love the Coopers;Jessie Nelson;107;Olivia Wilde;Comedy;17000000;42000000;2015
My Super Ex-Girlfriend;Ivan Reitman;95;Rainn Wilson;Comedy;30000000;60000000;2006
Bangkok Dangerous;Danny Pang;99;Nicolas Cage;Action;40000000;35000000;2008
Cradle 2 the Grave;Andrzej Bartkowiak;101;Jet Li;Action;30000000;56000000;2003
It's a Wonderful Afterlife;Gurinder Chadha;100;Sendhil Ramamurthy;Comedy;10000000;1000000;2010
Latter Days;C. Jay Cox;107;Joseph Gordon-Levitt;Comedy;850000;850000;2003
28 Weeks Later;Juan Carlos Fresnadillo;100;Jeremy Renner;Thriller;15000000;65000000;2007
