Movie Title;Director;Running time;Main Actor;Genre;Budget;Box Office;Release year
Couples Retreat;Peter Billingsley;113;Jon Favreau;Comedy;60000000;171000000;2009
Land of the Dead;George A. Romero;97;Tony Nappo;Horror;15000000;46000000;2005
Once Upon a Time in Mexico;Robert Rodriguez;102;Johnny Depp;Action;29000000;150000000;2003
Take Me Home Tonight;Michael Dowse;97;Topher Grace;Comedy;23000000;7000000;2011
The Messenger;Oren Moverman;105;Steve Buscemi;Drama;6500000;1600000;2009
Mr. Bean's Holiday;Steve Bendelack;90;Lily Atkinson;Comedy;25000000;229000000;2007
Son of God;Christopher Spencer;170;Roma Downey;Biography;22000000;68000000;2014
Thor: The Dark World;Alan Taylor;112;Chris Hemsworth;Action;170000000;644000000;2013
Tuck Everlasting;Jay Russell;90;William Hurt;Drama;15000000;19600000;2002
RoboCop;José Padilha;117;Gary Oldman;Action;100000000;242000000;2014
Allegiant;Robert Schwentke;120;Naomi Watts;Action;110000000;179000000;2016
Lord of War;Andrew Niccol;122;Nicolas Cage;Crime;50000000;72000000;2005
Moon;Duncan Jones;97;Kevin Spacey;Drama;5000000;9800000;2009
Scary Movie 2;Keenen Ivory Wayans;83;Natasha Lyonne;Comedy;45000000;72000000;2001
Bridge of Spies;Steven Spielberg;142;Tom Hanks;Drama;40000000;165000000;2015
Crash;Paul Haggis;115;Don Cheadle;Crime;6500000;98000000;2004
Paparazzi;Paul Abascal;84;Cole Hauser;Action;20000000;16000000;2004
Phat Girlz;Nnegest Likké;99;Mo'Nique;Comedy;3000000;8000000;2006
50/50;Jonathan Levine;100;Joseph Gordon-Levitt;Comedy;8000000;41000000;2011
Forget Me Not;Tyler Oliver;103;Bella Thorne;Horror;1300000;6000000;2009
Running with Scissors;Ryan Murphy;122;Jill Clayburgh;Comedy;12000000;7000000;2006
Angel Eyes;Luis Mandoki;102;Sonia Braga;Drama;38000000;73000000;2001
Cheaper by the Dozen 2;Adam Shankman;94;Taylor Lautner;Adventure;60000000;130000000;2005
Pirates of the Caribbean: Dead Man's Chest;Gore Verbinski;151;Johnny Depp;Action;225000000;1066000000;2006
Wrath of the Titans;Jonathan Liebesman;99;Liam Neeson;Action;150000000;305000000;2012
Cry_Wolf;Jeff Wadlow;90;Julian Morris;Thriller;1000000;10000000;2005
Disturbia;D.J. Caruso;105;Sarah Roemer;Drama;20000000;118000000;2007
Just My Luck;Donald Petrie;103;Samaire Armstrong;Comedy;28000000;38000000;2006
Safe Haven;Lasse Hallström;115;David Lyons;Drama;28000000;97000000;2013
Sin City;Frank Miller;147;Rosario Dawson;Crime;40000000;158000000;2005
Give Me Shelter;Kristin Rizzo;90;Esai Morales;Documentary;250000;1100000;2014
Lilo & Stitch;Dean DeBlois;85;Tia Carrere;Animation;80000000;273000000;2002
House of Wax;Jaume Collet-Serra;108;Robert Ri'chard;Horror;30000000;70200000;2005
Kill Bill: Vol. 2;Quentin Tarantino;137;Vivica A. Fox;Action;30000000;152000000;2004
The Lego Movie;Phil Lord;100;Morgan Freeman;Action;60000000;257000000;2014
The Marine;John Bonito;92;Kelly Carlson;Action;20000000;22000000;2006
Zookeeper;Frank Coraci;102;Rosario Dawson;Comedy;80000000;170000000;2011
Pontypool;Bruce McDonald;95;Stephen McHattie;Horror;1500000;3200000;2008
The Statement;Norman Jewison;120;Charlotte Rampling;Thriller;23000000;2000000;2003
Blue Jasmine;Woody Allen;98;Sally Hawkins;Drama;18000000;30000000;2013
One for the Money;Julie Anne Robinson;91;Fisher Stevens;Action;40000000;37000000;2012
Monsters Inc.;Pete Docter;92;Steve Buscemi;Animation;115000000;577000000;2001
Sweet Home Alabama;Andy Tennant;108;Ethan Embry;Comedy;38000000;355000000;2002
Seeking a Friend for the End of the World;Lorene Scafaria;101;Steve Carell;Adventure;10000000;9900000;2012
The Fighter;David O. Russell;116;Christian Bale;Biography;25000000;93000000;2010
Shrek the Third;Chris Miller;93;Justin Timberlake;Animation;160000000;813000000;2007
Suicide Squad;David Ayer;123;Will Smith;Action;175000000;746000000;2016
Parker;Taylor Hackford;118;Jason Statham;Action;35000000;16000000;2013
Mambo Italiano;Émile Gaudreault;92;Paul Sorvino;Comedy;5000000;4000000;2003
Formula 51;Ronny Yu;93;Meat Loaf;Action;28000000;14000000;2001
Johnson Family Vacation;Christopher Erskin;97;Vanessa Williams;Comedy;12000000;31000000;2004
Spy Kids 3-D: Game Over;Robert Rodriguez;84;Sylvester Stallone;Action;38000000;197000000;2003
Shanghai Noon;Tom Dey;110;Xander Berkeley;Action;55000000;99400000;2000
Twilight;Catherine Hardwicke;122;Kristen Stewart;Drama;37000000;393000000;2008
Best in Show;Christopher Guest;90;John Michael Higgins;Comedy;6000000;20000000;2000
Sarah's Key;Gilles Paquet-Brenner;111;Kristin Scott Thomas;Drama;10000000;2000000;2010
The Best of Me;Michael Hoffman;118;Luke Bracey;Drama;26000000;35000000;2014
When Did You Last See Your Father?;Anand Tucker;92;Colin Firth;Biography;8000000;1500000;2007
Big Fat Liar;Shawn Levy;88;Frankie Muniz;Adventure;15000000;53000000;2002
The Ten;David Wain;96;Jon Hamm;Comedy;5250000;862000;2007
The Walk;Robert Zemeckis;123;Joseph Gordon-Levitt;Biography;35000000;32000000;2015
The Way Way Back;Nat Faxon;103;Steve Carell;Comedy;5000000;23000000;2013
Transcendence;Wally Pfister;119;Johnny Depp;Drama;100000000;103000000;2014
Beasts of the Southern Wild;Benh Zeitlin;93;Quvenzhané Wallis;Drama;1800000;12000000;2012
The Hills Have Eyes;Alexandre Aja;108;Dan Byrd;Horror;15000000;79000000;2006
Catch That Kid;Bart Freundlich;91;Kristen Stewart;Comedy;18000000;17000000;2004
Full Frontal;Steven Soderbergh;101;Julia Roberts;Comedy;2000000;25800000;2002
Infamous;Douglas McGrath;118;Toby Jones;Biography;13000000;2600000;2006
Prom Night;Nelson McCormick;89;Ming-Na Wen;Horror;20000000;43000000;2008
The Bourne Ultimatum;Paul Greengrass;115;Matt Damon;Action;110000000;444000000;2007
The Man with the Iron Fists;RZA;107;Rick Yune;Action;15000000;20000000;2012
Walking with Dinosaurs 3D;Barry Cook;87;Charlie Rowe;Animation;80000000;126000000;2013
Eight Legged Freaks;Ellory Elkayem;99;Scarlett Johansson;Action;30000000;45000000;2002
Unfriended;Levan Gabriadze;83;Shelley Hennig;Horror;1000000;64400000;2014
Captain America: The First Avenger;Joe Johnston;124;Chris Evans;Action;140000000;370000000;2011
Repo! The Genetic Opera;Darren Lynn Bousman;150;Alexa PenaVega;Horror;8500000;188000;2008
The Kite Runner;Marc Forster;128;Mustafa Haidari;Drama;20000000;73500000;2007
Jackass: The Movie;Jeff Tremaine;87;Bam Margera;Comedy;5000000;50000000;2002
Littleman;Keenen Ivory Wayans;98;Chazz Palminteri;Comedy;64000000;58000000;2006
The Life of David Gale;Alan Parker;130;Kevin Spacey;Crime;50000000;38900000;2003
Along Came a Spider;Lee Tamahori;104;Morgan Freeman;Crime;60000000;211000000;2001
Cinderella;Kenneth Branagh;105;Hayley Atwell;Drama;95000000;543000000;2015
Hotel Transylvania;Genndy Tartakovsky;91;Steve Buscemi;Animation;85000000;358000000;2012
Vicky Cristina Barcelona;Woody Allen;96;Scarlett Johansson;Drama;15500000;30000000;2008
All About the Benjamins;Kevin Bray;95;Mike Epps;Action;14000000;26000000;2002
Grace of Monaco;Olivier Dahan;103;Paz Vega;Biography;30000000;13000000;2014
Southland Tales;Richard Kelly;160;Janeane Garofalo;Comedy;17000000;2750000;2006
The Queen;Stephen Frears;94;Roger Allam;Biography;9800000;123000000;2006
American Desi;Piyush Dinker Pandya;100;Purva Bedi;Comedy;250000;1000000;2001
Owning Mahowny;Richard Kwietniowski;104;Philip Seymour Hoffman;Crime;10000000;9500000;2003
Sicario;Denis Villeneuve;121;Edgar Arreola;Action;30000000;84600000;2015
The New Guy;Ed Decter;92;Zooey Deschanel;Comedy;13000000;31000000;2002
To Save a Life;Brian Baugh;120;Randy Wayne;Drama;1000000;3800000;2009
Compliance;Craig Zobel;90;Dreama Walker;Biography;270000;600000;2012
Doogal;Dave Borthwick;77;Jimmy Fallon;Animation;20000000;27000000;2006
Impostor;Gary Fleder;102;Gary Dourdan;Drama;40000000;5000000;2001
Max Payne;John Moore;103;Mila Kunis;Action;35000000;40000000;2008
Top Cat Begins;Andrés Couturier;89;Sariann Monaco;Animation;8000000;3000000;2015
Country Strong;Shana Feste;117;Leighton Meester;Drama;15000000;20000000;2010
Grudge Match;Peter Segal;113;Robert De Niro;Comedy;40000000;42200000;2013
Virgin Territory;David Leland;97;Hayden Christensen;Adventure;38000000;2100000;2007
Far from Heaven;Todd Haynes;107;Dennis Quaid;Drama;13500000;15800000;2002
Justin Bieber: Never Say Never;Jon M. Chu;115;Usher Raymond;Documentary;13000000;99400000;2011
11:14;Greg Marcks;85;Henry Thomas;Comedy;6000000;1000000;2003
Gossip;Davis Guggenheim;90;Norman Reedus;Drama;24000000;13400000;2000
The Family Stone;Thomas Bezucha;103;Craig T. Nelson;Comedy;17000000;92000000;2005
The Guard;John Michael McDonagh;96;Don Cheadle;Comedy;6000000;21000000;2011
Your Highness;David Gordon Green;102;Natalie Portman;Adventure;49900000;26800000;2011
London to Brighton;Paul Andrew Williams;85;Lorraine Stanley;Crime;500000;500000;2006
The Jungle Book 2;Steve Trenbirth;72;Haley Joel Osment;Animation;20000000;109000000;2003
The Nut Job;Peter Lepeniotis;85;Liam Neeson;Animation;42000000;120000000;2014
Noah;Darren Aronofsky;138;Anthony Hopkins;Action;125000000;359000000;2014
Role Models;David Wain;101;Joe Lo Truglio;Comedy;28000000;92000000;2008
Wonderland;James Cox;104;Alexis Dziena;Crime;5000000;14000000;2003
The Good German;Steven Soderbergh;105;Tony Curran;Drama;32000000;11000000;2006
To Rome with Love;Woody Allen;112;Ornella Muti;Comedy;17000000;30000000;2012
Wah-Wah;Richard E. Grant;97;Emily Watson;Drama;7000000;1000000;2005
Atonement;Joe Wright;123;Benedict Cumberbatch;Drama;30000000;82800000;2007
Chicken Little;Mark Dindal;81;Catherine O'Hara;Animation;150000000;315000000;2005
License to Wed;Ken Kwapis;91;Robin Williams;Comedy;35000000;68000000;2007
The Hit List;William Kaufman;90;Drew Waters;Action;4000000;4000000;2011
Edge of Tomorrow;Doug Liman;113;Tom Cruise;Action;178000000;370000000;2014
The Terminal;Steven Spielberg;128;Tom Hanks;Comedy;60000000;219000000;2004
Johnny English;Peter Howitt;87;Kevin McNally;Action;35000000;160000000;2003
Radio;Michael Tollin;109;Alfre Woodard;Biography;35000000;48000000;2003
Annabelle;John R. Leonetti;99;Alfre Woodard;Horror;6500000;257000000;2014
Children of Men;Alfonso Cuarón;109;Charlie Hunnam;Sci-Fi;76000000;70000000;2006
The Good the Bad the Weird;Jee-woon Kim;135;Kang-ho Song;Action;10000000;130000000;2008
The Mighty Macs;Tim Chambers;99;Ellen Burstyn;Drama;7000000;1300000;2009
Kung Fu Hustle;Stephen Chow;99;Shengyi Huang;Action;20000000;102000000;2004
Minority Report;Steven Spielberg;145;Tom Cruise;Action;102000000;358000000;2002
The History Boys;Nicholas Hytner;109;Dominic Cooper;Comedy;2000000;14000000;2006
The Holiday;Nancy Meyers;138;Kate Winslet;Comedy;85000000;205000000;2006
TRON: Legacy;Joseph Kosinski;125;Jeff Bridges;Action;170000000;433000000;2010
A Perfect Plan;Pascal Chaumeil;104;Dany Boon;Comedy;17000000;2800000;2012
Slackers;Dewey Nicks;86;Jaime King;Comedy;11000000;5600000;2002
The House Bunny;Fred Wolf;97;Emma Stone;Comedy;25000000;70000000;2008
G.I. Joe: The Rise of Cobra;Stephen Sommers;118;Joseph Gordon-Levitt;Action;175000000;302000000;2009
Silent Hill;Christophe Gans;132;Radha Mitchell;Horror;50000000;97600000;2006
The Losers;Sylvain White;97;Chris Evans;Action;25000000;29000000;2010
Lars and the Real Girl;Craig Gillespie;106;Ryan Gosling;Comedy;12000000;6000000;2007
Hostel;Eli Roth;93;Jay Hernandez;Horror;4800000;80000000;2005
The Incredible Hulk;Louis Leterrier;135;Ty Burrell;Action;150000000;264000000;2008
The Nutcracker in 3D;Andrey Konchalovskiy;110;Shirley Henderson;Action;90000000;20000000;2010
Anderson's Cross;Jerome Elston Scott;98;Taran Killam;Comedy;300000;800000;2010
Independence Day: Resurgence;Roland Emmerich;120;Vivica A. Fox;Action;165000000;390000000;2016
That Awkward Moment;Tom Gormican;94;Mackenzie Davis;Comedy;8000000;26000000;2014
Airlift;Raja Menon;130;Nimrat Kaur;Action;4400000;50000000;2016
Juwanna Mann;Jesse Vaughan;91;Vivica A. Fox;Comedy;15600000;13000000;2002
Magic Mike;Steven Soderbergh;110;Channing Tatum;Comedy;7000000;167000000;2012
Your Sister's Sister;Lynn Shelton;90;Mark Duplass;Comedy;125000;1700000;2011
Madagascar;Eric Darnell;86;Jada Pinkett Smith;Animation;75000000;556000000;2005
Tammy;Ben Falcone;100;Gary Cole;Comedy;20000000;100000000;2014
Astro Boy;David Bowers;94;Nicolas Cage;Animation;65000000;40000000;2009
Death at a Funeral;Frank Oz;87;Peter Dinklage;Comedy;9000000;50000000;2007
Street Fighter: The Legend of Chun-Li;Andrzej Bartkowiak;96;Chris Klein;Action;18000000;13100000;2009
Synecdoche New York;Charlie Kaufman;124;Philip Seymour Hoffman;Comedy;21000000;4000000;2008
Alleluia! The Devil's Carnival;Darren Lynn Bousman;97;Paul Sorvino;Horror;500000;52000000;2016
Futuro Beach;Karim Aïnouz;106;Wagner Moura;Drama;4000000;120000;2014
I Heart Huckabees;David O. Russell;107;Naomi Watts;Comedy;22000000;20000000;2004
Kung Fu Killer;Teddy Chan;100;Siu-Wong Fan;Action;25000000;2100000;2014
Reign Over Me;Mike Binder;124;Adam Sandler;Drama;20000000;22000000;2007
The Boondock Saints II: All Saints Day;Troy Duffy;138;Norman Reedus;Action;8000000;10000000;2009
The Stepford Wives;Frank Oz;93;Jon Lovitz;Comedy;90000000;102000000;2004
Diary of a Wimpy Kid;Thor Freudenthal;94;Chloë Grace Moretz;Comedy;15000000;75000000;2010
The Jacket;John Maybury;94;Jennifer Jason Leigh;Drama;29000000;7000000;2005
A Sound of Thunder;Peter Hyams;102;David Oyelowo;Action;52000000;58000000;2005
Concussion;Peter Landesman;123;Will Smith;Biography;35000000;60000000;2015
Kung Pow: Enter the Fist;Steve Oedekerk;81;Steve Oedekerk;Action;10000000;17200000;2002
Lockout;James Mather;95;Joseph Gilgun;Action;20000000;32000000;2012
Loser;Amy Heckerling;98;Andy Dick;Comedy;20000000;4000000;2000
Maggie;Henry Hobson;95;Joely Richardson;Thriller;8500000;1800000;2015
The Tourist;Florian Henckel von Donnersmarck;103;Johnny Depp;Action;100000000;278000000;2010
Terminator 3: Rise of the Machines;Jonathan Mostow;109;Nick Stahl;Sci-Fi;200000000;433000000;2003
American Outlaws;Les Mayfield;94;Gregory Smith;Action;35000000;14000000;2001
High School Musical 2;Kenny Ortega;111;Lucas Grabeel;Comedy;7000000;253000000;2007
Red Riding Hood;Catherine Hardwicke;100;Gary Oldman;Horror;42000000;140000000;2011
The Lord of the Rings: The Return of the King;Peter Jackson;192;Orlando Bloom;Action;94000000;1142000000;2003
The Pacifier;Adam Shankman;95;Vin Diesel;Action;56000000;198000000;2005
Dumb and Dumberer: When Harry Met Lloyd;Troy Miller;85;Elden Henson;Comedy;19000000;26000000;2003
Harlock: Space Pirate;Shinji Aramaki;115;Shun Oguri;Animation;30000000;3000000;2013
Frat Party;Robert Bennett;90;Randy Wayne;Comedy;1000000;2000000;2009
Pollock;Ed Harris;122;John Heard;Biography;6000000;11000000;2000
The Book Thief;Brian Percival;131;Emily Watson;Drama;19000000;7700000;2013
The Raid: Redemption;Gareth Evans;102;Iko Uwais;Action;1100000;4000000;2011
A Most Wanted Man;Anton Corbijn;122;Philip Seymour Hoffman;Crime;15000000;36000000;2014
Instructions Not Included;Eugenio Derbez;115;Eugenio Derbez;Comedy;5000000;100000000;2013
Faith Like Potatoes;Regardt van den Bergh;116;Sean Cameron Michael;Drama;10000000;3000000;2006
Freddy vs. Jason;Ronny Yu;97;Katharine Isabelle;Action;30000000;116000000;2003
Furious 7;James Wan;140;Jason Statham;Action;190000000;540000000;2015
Bait;Kimble Rendall;93;Alex Russell;Action;30000000;10800000;2012
Righteous Kill;Jon Avnet;101;Robert De Niro;Action;60000000;30000000;2008
Amour;Michael Haneke;127;Isabelle Huppert;Drama;8900000;20000000;2012
Hot Pursuit;Anne Fletcher;87;Jim Gaffigan;Action;35000000;51000000;2015
Tae Guk Gi: The Brotherhood of War;Je-kyu Kang;148;Min-sik Choi;Action;12800000;69000000;2004
Think Like a Man Too;Tim Story;106;Romany Malco;Comedy;24000000;7000000;2014
Unleashed;Louis Leterrier;103;Morgan Freeman;Action;45000000;101000000;2005
The Holy Girl;Lucrecia Martel;106;Mía Maestro;Drama;1400000;5000000;2004
Almost Famous;Cameron Crowe;152;Philip Seymour Hoffman;Adventure;60000000;350000;2000
The Tree of Life;Terrence Malick;139;Brad Pitt;Drama;32000000;54000000;2011
Behind Enemy Lines;John Moore;106;Joaquim de Almeida;Action;40000000;91000000;2001
Darkness;Jaume Balagueró;103;Lena Olin;Horror;10600000;22400000;2002
The Claim;Michael Winterbottom;115;Milla Jovovich;Drama;20000000;6000000;2000
Against the Ropes;Charles S. Dutton;110;Omar Epps;Biography;39000000;7000000;2004
Jane Got a Gun;Gavin O'Connor;98;Natalie Portman;Action;25000000;3000000;2016
Nacho Libre;Jared Hess;92;Ana de la Reguera;Comedy;32000000;99000000;2006
The Chronicles of Narnia: The Lion the Witch and the Wardrobe;Andrew Adamson;150;Jim Broadbent;Adventure;180000000;745000000;2005
Hulk;Ang Lee;138;Kevin Rankin;Sci-Fi;137000000;245000000;2003
August: Osage County;John Wells;121;Benedict Cumberbatch;Drama;25000000;74500000;2013
Song One;Kate Barker-Froyland;86;Anne Hathaway;Drama;6000000;320000;2014
The One;James Wong;85;Jason Statham;Sci-Fi;49000000;72800000;2001
The Impossible;J.A. Bayona;114;Naomi Watts;Thriller;45000000;198000000;2012
About Last Night;Steve Pink;100;Joe Lo Truglio;Comedy;12500000;49000000;2014
Teenage Mutant Ninja Turtles;Jonathan Liebesman;101;Noel Fisher;Action;125000000;245000000;2014
Doubt;John Patrick Shanley;104;Philip Seymour Hoffman;Drama;20000000;51000000;2008
The Curse of the Jade Scorpion;Woody Allen;103;Woody Allen;Comedy;26000000;5500000;2001
Ali;Michael Mann;165;Will Smith;Biography;107000000;87700000;2001
Cadillac Records;Darnell Martin;109;Cedric the Entertainer;Biography;12000000;8600000;2008
City by the Sea;Michael Caton-Jones;108;Robert De Niro;Crime;60000000;29000000;2002
The Women;Diane English;114;Jada Pinkett Smith;Comedy;16500000;50000000;2008
DysFunktional Family;George Gallo;89;Eddie Griffin;Comedy;3000000;6400000;2003
Defendor;Peter Stebbings;95;Michael Kelly;Comedy;3500000;45000000;2009
Gangster's Paradise: Jerusalema;Ralph Ziman;119;Rapulana Seiphemo;Action;2000000;3000000;2008
Knowing;Alex Proyas;121;Nicolas Cage;Drama;50000000;186000000;2009
Ramona and Beezus;Elizabeth Allen Rosenbaum;103;Sierra McCormick;Adventure;15000000;27000000;2010
Stolen Summer;Pete Jones;91;Brian Dennehy;Drama;1500000;1400000;2002
Crank;Mark Neveldine;93;Jason Statham;Action;12000000;42000000;2006
Must Love Dogs;Gary David Goldberg;98;Stockard Channing;Comedy;30000000;52000000;2005
Mystic River;Clint Eastwood;138;John Doman;Crime;25000000;157000000;2003
Bridge to Terabithia;Gabor Csupo;96;Josh Hutcherson;Adventure;17000000;138000000;2007
This Means War;McG;103;Tom Hardy;Action;65000000;52000000;2012
Fright Night;Craig Gillespie;106;Grace Phipps;Comedy;30000000;41000000;2011
Pirates of the Caribbean: At World's End;Gore Verbinski;169;Johnny Depp;Action;300000000;963000000;2007
Swept Away;Guy Ritchie;89;Bruce Greenwood;Comedy;10000000;1000000;2002
The City of Your Final Destination;James Ivory;117;Alexandra Maria Lara;Drama;8300000;1840000;2009
The Perfect Match;Bille Woodruff;96;Donald Faison;Comedy;5000000;10000000;2016
The Pianist;Roman Polanski;150;Emilia Fox;Biography;35000000;120000000;2002
The Sum of All Fears;Phil Alden Robinson;124;Morgan Freeman;Action;68000000;195000000;2002
The Village;M. Night Shyamalan;108;Bryce Dallas Howard;Drama;60000000;257000000;2004
Dinosaur;Eric Leighton;82;Alfre Woodard;Animation;127500000;350000000;2000
Romeo Must Die;Andrzej Bartkowiak;115;Jet Li;Action;25000000;91000000;2000
Warrior;Gavin O'Connor;140;Tom Hardy;Drama;25000000;23000000;2011
Madea's Family Reunion;Tyler Perry;107;Boris Kodjoe;Comedy;6000000;65000000;2006
Religulous;Larry Charles;101;Bill Maher;Comedy;2500000;14000000;2008
Yoga Hosers;Kevin Smith;88;Johnny Depp;Comedy;5000000;3800000;2016
Battleship;Peter Berg;131;Liam Neeson;Action;209000000;303000000;2012
Peaceful Warrior;Victor Salva;120;Scott Mechlowicz;Drama;10000000;5000000;2006
The Imitation Game;Morten Tyldum;114;Benedict Cumberbatch;Biography;14000000;230000000;2014
Black Book;Paul Verhoeven;145;Michiel Huisman;Thriller;21000000;27000000;2006
Letters to Juliet;Gary Winick;105;Vanessa Redgrave;Comedy;30000000;80500000;2010
Welcome to Collinwood;Anthony Russo;86;Michael Jeter;Comedy;12000000;4600000;2002
Shadow of the Vampire;E. Elias Merhige;92;Eddie Izzard;Thriller;8000000;11000000;2000
Danny Collins;Dan Fogelman;106;Al Pacino;Comedy;10000000;6000000;2015
I Love You Phillip Morris;Glenn Ficarra;102;Dameon Clarke;Biography;13000000;20000000;2009
Black Mass;Scott Cooper;123;Johnny Depp;Biography;53000000;99300000;2015
The Chronicles of Narnia: The Voyage of the Dawn Treader;Michael Apted;113;Bruce Spence;Adventure;155000000;416000000;2010
Wristcutters: A Love Story;Goran Dukic;88;Leslie Bibb;Comedy;1000000;454000;2006
Jurassic Park III;Joe Johnston;92;Michael Jeter;Action;93000000;368000000;2001
Q;Laurent Bouhnik;103;Déborah Révy;Drama;1500000;1000000;2011
The Road;John Hillcoat;111;Viggo Mortensen;Adventure;25000000;27000000;2009
Exodus: Gods and Kings;Ridley Scott;150;Christian Bale;Action;140000000;268000000;2014
Fair Game;Doug Liman;108;Naomi Watts;Biography;22000000;24800000;2010
Quartet;Dustin Hoffman;98;Luke Newberry;Comedy;11000000;60000000;2012
Serendipity;Peter Chelsom;82;Lilli Lavine;Comedy;28000000;77000000;2001
Ta Ra Rum Pum;Siddharth Anand;153;Saif Ali Khan;Comedy;6000000;20000000;2007
The Young Victoria;Jean-Marc Vallée;100;Michiel Huisman;Biography;35000000;32000000;2009
Elizabethtown;Cameron Crowe;123;Orlando Bloom;Comedy;57000000;74200000;2005
MacGruber;Jorma Taccone;95;Jasper Cole;Action;10000000;9400000;2010
Scott Pilgrim vs. the World;Edgar Wright;112;Anna Kendrick;Action;60000000;48000000;2010
Fahrenheit 9/11;Michael Moore;122;Osama bin Laden;Documentary;6000000;220000000;2004
Goal! The Dream Begins;Danny Cannon;118;Sean Pertwee;Drama;10000000;27000000;2005
Insomnia;Christopher Nolan;118;Al Pacino;Drama;46000000;113000000;2002
Jason Bourne;Paul Greengrass;123;Matt Damon;Action;120000000;415000000;2016
21 Grams;Alejandro G. Iñárritu;124;Naomi Watts;Drama;20000000;19500000;2003
Growing Up Smith;Frank Lotito;102;Brighton Sharbino;Comedy;2000000;5000000;2015
Rollerball;John McTiernan;98;LL Cool J;Sci-Fi;70000000;25000000;2002
Beowulf;Robert Zemeckis;115;Robin Wright;Action;150000000;196000000;2007
For Greater Glory: The True Story of Cristiada;Dean Wright;145;Santiago Cabrera;Drama;10818775;10000000;2012
Little Fockers;Paul Weitz;98;Robert De Niro;Comedy;100000000;310000000;2010
Sinister 2;Ciarán Foy;97;Laila Haley;Horror;10000000;27000000;2015
Vertical Limit;Martin Campbell;124;Nicholas Lea;Action;75000000;215000000;2000
Cats & Dogs: The Revenge of Kitty Galore;Brad Peyton;82;Jack McBrayer;Action;85000000;112000000;2010
North Country;Niki Caro;126;Jeremy Renner;Drama;35000000;17000000;2005
An American Carol;David Zucker;83;Chriss Anglin;Comedy;12000000;7000000;2008
Dragon Blade;Daniel Lee;103;Si Won Choi;Action;65000000;128000000;2015
Hot Fuzz;Edgar Wright;121;Bill Bailey;Action;8000000;80000000;2007
Monkeybone;Henry Selick;93;Brendan Fraser;Animation;75000000;8000000;2001
Monsters University;Dan Scanlon;104;Steve Buscemi;Animation;200000000;743000000;2013
The Darkest Hour;Chris Gorak;89;Max Minghella;Action;30000000;31000000;2011
Ira & Abby;Robert Cary;101;Frances Conroy;Comedy;3500000;36000000;2006
Les Misérables;Tom Hooper;158;Hugh Jackman;Drama;61000000;441000000;2012
Little Children;Todd Field;137;Kate Winslet;Drama;26000000;14500000;2006
The 5th Wave;J Blakeson;112;Chloë Grace Moretz;Action;38000000;108000000;2016
[Rec] 2;Jaume Balagueró;85;Jonathan D. Mellor;Horror;5600000;18700000;2009
A Single Man;Tom Ford;99;Colin Firth;Drama;7000000;25100000;2009
Child 44;Daniel Espinosa;137;Tom Hardy;Crime;50000000;13900000;2015
Elysium;Neill Blomkamp;109;Matt Damon;Action;115000000;286000000;2013
Grown Ups;Dennis Dugan;102;Steve Buscemi;Comedy;80000000;271000000;2010
We're the Millers;Rawson Marshall Thurber;118;Laura-Leigh;Comedy;37000000;270000000;2013
A Haunted House;Michael Tiddes;86;Essence Atkins;Comedy;2500000;60000000;2013
Gods and Generals;Ron Maxwell;280;Billy Campbell;Drama;56000000;12900000;2003
The Break-Up;Peyton Reed;106;Jon Favreau;Comedy;52000000;204000000;2006
You Again;Andy Fickman;105;Jamie Lee Curtis;Comedy;20000000;32000000;2010
Mr. Deeds;Steven Brill;96;Steve Buscemi;Comedy;50000000;171000000;2002
Rush Hour 2;Brett Ratner;90;Mei Melançon;Action;90000000;347000000;2001
21;Robert Luketic;123;Kevin Spacey;Crime;35000000;81000000;2008
Factory Girl;George Hickenlooper;99;Hayden Christensen;Biography;7000000;1700000;2006
The Protector;Prachya Pinkaew;111;Jon Foo;Action;200000000;39300000;2005
Despicable Me 2;Pierre Coffin;98;Steve Carell;Animation;76000000;970000000;2013
Live Free or Die Hard;Len Wiseman;129;Bruce Willis;Action;110000000;388000000;2007
Sublime;Tony Krantz;113;George Newbern;Horror;1800000;1000000;2007
The Invasion;Oliver Hirschbiegel;99;Roger Rees;Sci-Fi;80000000;158000000;2007
Vampires Suck;Jason Friedberg;82;Diedrich Bader;Comedy;20000000;81600000;2010
Birthday Girl;Jez Butterworth;93;Mark Gatiss;Comedy;13000000;11000000;2001
Hop;Tim Hill;95;Gary Cole;Animation;63000000;108000000;2011
L'auberge espagnole;Cédric Klapisch;111;Romain Duris;Comedy;5300000;30000000;2002
War Inc.;Joshua Seftel;107;Bashar Rahal;Action;10000000;1870000;2008
United 93;Paul Greengrass;111;Christian Clemenson;Drama;15000000;77000000;2006
Valley of the Wolves: Iraq;Serdar Akar;122;Necati Sasmaz;Action;8300000;1000000;2006
Lucky Number Slevin;Paul McGuigan;110;Bruce Willis;Crime;27000000;56000000;2006
Sydney White;Joe Nussbaum;108;Danny Strong;Comedy;16500000;13200000;2007
The Virginity Hit;Huck Botko;86;Matt Bennett;Comedy;3400000;2000000;2010
Return to Me;Bonnie Hunt;115;Minnie Driver;Comedy;24000000;36000000;2000
Slither;James Gunn;95;Dustin Milligan;Comedy;15500000;12800000;2006
The Grace Card;David G. Evans;101;Michael Joiner;Drama;200000;2700000;2010
The Last Station;Michael Hoffman;112;David Masterson;Biography;13000000;6000000;2009
